FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,W,Top_Team_Won
-1.7,0.8,-0.02,-2.3,-3.7,-0.03,0.5,4.5,-0.03,2.7,2.9,0.01,2.1,-0.3,1.8,-6.4,-0.9,-1.4,-0.5,-1.0,-3.0,-4.0,False
1.2,2.0,0.0,1.1,4.4,-0.01,0.1,-2.4,0.03,0.2,1.2,-0.03,-0.3,4.8,4.5,0.6,-0.8,0.6,-0.1,-1.4,3.7,2.0,True
1.7,-0.8,0.02,2.3,3.7,0.03,-0.5,-4.5,0.03,-2.7,-2.9,-0.01,-2.1,0.3,-1.8,6.4,0.9,1.4,0.5,1.0,3.0,4.0,True
1.2,2.0,0.0,1.1,4.4,-0.01,0.1,-2.4,0.03,0.2,1.2,-0.03,-0.3,4.8,4.5,0.6,-0.8,0.6,-0.1,-1.4,3.7,2.0,True
1.7,-0.8,0.02,2.3,3.7,0.03,-0.5,-4.5,0.03,-2.7,-2.9,-0.01,-2.1,0.3,-1.8,6.4,0.9,1.4,0.5,1.0,3.0,4.0,True
-0.4,-0.6,-0.0,0.0,0.7,-0.01,-0.4,-1.1,0.0,-3.2,-2.4,-0.06,0.1,-1.7,-1.6,4.4,1.0,-0.6,-0.4,-0.4,-4.0,1.0,False
0.7,0.9,0.0,1.6,3.6,0.01,-0.9,-2.7,0.01,-3.5,-5.5,0.03,-1.3,-1.3,-2.6,-1.5,0.9,0.0,-0.9,-0.3,-0.8,7.0,True
-4.8,-2.4,-0.04,2.8,11.0,-0.03,-7.7,-13.3,-0.01,3.0,4.0,-0.01,0.5,-4.6,-4.1,-8.2,0.9,-1.5,-1.0,0.6,-3.8,-4.0,False
-0.7,-0.9,-0.0,-1.6,-3.6,-0.01,0.9,2.7,-0.01,3.5,5.5,-0.03,1.3,1.3,2.6,1.5,-0.9,0.0,0.9,0.3,0.8,-7.0,True
0.4,0.6,0.0,0.0,-0.7,0.01,0.4,1.1,-0.0,3.2,2.4,0.06,-0.1,1.7,1.6,-4.4,-1.0,0.6,0.4,0.4,4.0,-1.0,True
1.3,0.6,0.01,0.9,3.7,-0.01,0.4,-3.1,0.04,2.3,3.7,-0.03,-0.5,5.7,5.2,-0.3,-1.1,0.6,1.1,-0.8,5.7,11.0,True
4.8,2.4,0.04,-2.8,-11.0,0.03,7.7,13.3,0.01,-3.0,-4.0,0.01,-0.5,4.6,4.1,8.2,-0.9,1.5,1.0,-0.6,3.8,4.0,True
0.7,0.9,0.0,1.6,3.6,0.01,-0.9,-2.7,0.01,-3.5,-5.5,0.03,-1.3,-1.3,-2.6,-1.5,0.9,0.0,-0.9,-0.3,-0.8,7.0,True
-0.4,-0.6,-0.0,0.0,0.7,-0.01,-0.4,-1.1,0.0,-3.2,-2.4,-0.06,0.1,-1.7,-1.6,4.4,1.0,-0.6,-0.4,-0.4,-4.0,1.0,True
-1.3,-0.6,-0.01,-0.9,-3.7,0.01,-0.4,3.1,-0.04,-2.3,-3.7,0.03,0.5,-5.7,-5.2,0.3,1.1,-0.6,-1.1,0.8,-5.7,-11.0,False
-4.8,-2.4,-0.04,2.8,11.0,-0.03,-7.7,-13.3,-0.01,3.0,4.0,-0.01,0.5,-4.6,-4.1,-8.2,0.9,-1.5,-1.0,0.6,-3.8,-4.0,True
-0.7,-0.9,-0.0,-1.6,-3.6,-0.01,0.9,2.7,-0.01,3.5,5.5,-0.03,1.3,1.3,2.6,1.5,-0.9,0.0,0.9,0.3,0.8,-7.0,False
0.4,0.6,0.0,0.0,-0.7,0.01,0.4,1.1,-0.0,3.2,2.4,0.06,-0.1,1.7,1.6,-4.4,-1.0,0.6,0.4,0.4,4.0,-1.0,False
-4.8,-2.4,-0.04,2.8,11.0,-0.03,-7.7,-13.3,-0.01,3.0,4.0,-0.01,0.5,-4.6,-4.1,-8.2,0.9,-1.5,-1.0,0.6,-3.8,-4.0,True
-1.3,-0.6,-0.01,-0.9,-3.7,0.01,-0.4,3.1,-0.04,-2.3,-3.7,0.03,0.5,-5.7,-5.2,0.3,1.1,-0.6,-1.1,0.8,-5.7,-11.0,False
0.4,0.6,0.0,0.0,-0.7,0.01,0.4,1.1,-0.0,3.2,2.4,0.06,-0.1,1.7,1.6,-4.4,-1.0,0.6,0.4,0.4,4.0,-1.0,True
-0.7,-0.9,-0.0,-1.6,-3.6,-0.01,0.9,2.7,-0.01,3.5,5.5,-0.03,1.3,1.3,2.6,1.5,-0.9,0.0,0.9,0.3,0.8,-7.0,True
-0.4,-0.6,-0.0,0.0,0.7,-0.01,-0.4,-1.1,0.0,-3.2,-2.4,-0.06,0.1,-1.7,-1.6,4.4,1.0,-0.6,-0.4,-0.4,-4.0,1.0,False
1.3,0.6,0.01,0.9,3.7,-0.01,0.4,-3.1,0.04,2.3,3.7,-0.03,-0.5,5.7,5.2,-0.3,-1.1,0.6,1.1,-0.8,5.7,11.0,True
4.8,2.4,0.04,-2.8,-11.0,0.03,7.7,13.3,0.01,-3.0,-4.0,0.01,-0.5,4.6,4.1,8.2,-0.9,1.5,1.0,-0.6,3.8,4.0,True
0.7,0.9,0.0,1.6,3.6,0.01,-0.9,-2.7,0.01,-3.5,-5.5,0.03,-1.3,-1.3,-2.6,-1.5,0.9,0.0,-0.9,-0.3,-0.8,7.0,False
-0.4,-0.6,-0.0,0.0,0.7,-0.01,-0.4,-1.1,0.0,-3.2,-2.4,-0.06,0.1,-1.7,-1.6,4.4,1.0,-0.6,-0.4,-0.4,-4.0,1.0,True
1.3,0.6,0.01,0.9,3.7,-0.01,0.4,-3.1,0.04,2.3,3.7,-0.03,-0.5,5.7,5.2,-0.3,-1.1,0.6,1.1,-0.8,5.7,11.0,False
4.8,2.4,0.04,-2.8,-11.0,0.03,7.7,13.3,0.01,-3.0,-4.0,0.01,-0.5,4.6,4.1,8.2,-0.9,1.5,1.0,-0.6,3.8,4.0,True
0.7,0.9,0.0,1.6,3.6,0.01,-0.9,-2.7,0.01,-3.5,-5.5,0.03,-1.3,-1.3,-2.6,-1.5,0.9,0.0,-0.9,-0.3,-0.8,7.0,True
-0.4,1.6,-0.01,1.1,6.1,-0.04,-1.5,-4.4,0.01,-1.4,-0.1,-0.06,2.7,-1.0,1.7,2.9,1.6,-0.3,1.3,1.9,-1.0,6.0,True
-2.7,-2.3,-0.02,-3.3,-8.6,0.0,0.5,6.4,-0.05,6.3,8.1,-0.01,0.0,-0.7,-0.7,-5.4,-0.8,-1.7,0.2,1.9,-2.6,-9.0,False
0.4,-1.6,0.01,-1.1,-6.1,0.04,1.5,4.4,-0.01,1.4,0.1,0.06,-2.7,1.0,-1.7,-2.9,-1.6,0.3,-1.3,-1.9,1.0,-6.0,True
-1.2,1.0,-0.02,4.0,11.4,0.0,-5.2,-10.4,0.01,0.5,-1.1,0.05,0.2,-4.5,-4.3,-4.8,0.4,-1.0,-1.8,0.9,2.2,3.0,True
2.7,2.3,0.02,3.3,8.6,-0.0,-0.5,-6.4,0.05,-6.3,-8.1,0.01,0.0,0.7,0.7,5.4,0.8,1.7,-0.2,-1.9,2.6,9.0,False
1.8,0.0,0.02,1.0,1.7,0.01,0.8,-1.7,0.03,2.7,2.8,0.02,-0.4,0.2,-0.2,-0.1,1.7,-0.1,0.8,2.4,7.1,16.0,True
1.2,-1.5,0.02,-2.0,-6.0,0.01,3.2,4.4,0.02,2.2,2.0,0.03,-0.1,1.3,1.2,3.1,0.8,1.2,-0.2,-0.2,3.0,9.0,True
-0.4,1.6,-0.01,1.1,6.1,-0.04,-1.5,-4.4,0.01,-1.4,-0.1,-0.06,2.7,-1.0,1.7,2.9,1.6,-0.3,1.3,1.9,-1.0,6.0,True
-0.3,-3.4,0.01,-0.4,-1.9,0.01,0.0,-1.5,0.01,1.2,-1.7,0.1,-0.8,0.7,-0.1,-0.4,-2.6,-0.2,-0.2,-2.0,0.2,4.0,True
-4.6,-2.8,-0.04,-1.4,-3.4,-0.01,-3.2,0.6,-0.06,-0.6,-0.1,-0.03,2.1,-6.8,-4.7,-3.5,-0.6,-1.9,-0.1,2.5,-11.1,-19.0,False
1.2,-1.0,0.02,-4.0,-11.4,0.0,5.2,10.4,-0.01,-0.5,1.1,-0.05,-0.2,4.5,4.3,4.8,-0.4,1.0,1.8,-0.9,-2.2,-3.0,True
-0.8,-3.5,0.01,-3.1,-9.1,0.01,2.3,5.6,-0.01,0.2,1.6,-0.05,-0.5,-1.0,-1.5,-0.3,0.1,-0.4,0.9,-1.0,-4.4,-1.0,False
-2.7,-2.3,-0.02,-3.3,-8.6,0.0,0.5,6.4,-0.05,6.3,8.1,-0.01,0.0,-0.7,-0.7,-5.4,-0.8,-1.7,0.2,1.9,-2.6,-9.0,False
-1.8,0.0,-0.02,-1.0,-1.7,-0.01,-0.8,1.7,-0.03,-2.7,-2.8,-0.02,0.4,-0.2,0.2,0.1,-1.7,0.1,-0.8,-2.4,-7.1,-16.0,False
0.3,3.4,-0.01,0.4,1.9,-0.01,0.0,1.5,-0.01,-1.2,1.7,-0.1,0.8,-0.7,0.1,0.4,2.6,0.2,0.2,2.0,-0.2,-4.0,False
-1.2,1.5,-0.02,2.0,6.0,-0.01,-3.2,-4.4,-0.02,-2.2,-2.0,-0.03,0.1,-1.3,-1.2,-3.1,-0.8,-1.2,0.2,0.2,-3.0,-9.0,False
0.4,-1.6,0.01,-1.1,-6.1,0.04,1.5,4.4,-0.01,1.4,0.1,0.06,-2.7,1.0,-1.7,-2.9,-1.6,0.3,-1.3,-1.9,1.0,-6.0,False
-4.6,-2.8,-0.04,-1.4,-3.4,-0.01,-3.2,0.6,-0.06,-0.6,-0.1,-0.03,2.1,-6.8,-4.7,-3.5,-0.6,-1.9,-0.1,2.5,-11.1,-19.0,False
1.2,-1.0,0.02,-4.0,-11.4,0.0,5.2,10.4,-0.01,-0.5,1.1,-0.05,-0.2,4.5,4.3,4.8,-0.4,1.0,1.8,-0.9,-2.2,-3.0,False
-1.8,0.0,-0.02,-1.0,-1.7,-0.01,-0.8,1.7,-0.03,-2.7,-2.8,-0.02,0.4,-0.2,0.2,0.1,-1.7,0.1,-0.8,-2.4,-7.1,-16.0,False
-0.8,-3.5,0.01,-3.1,-9.1,0.01,2.3,5.6,-0.01,0.2,1.6,-0.05,-0.5,-1.0,-1.5,-0.3,0.1,-0.4,0.9,-1.0,-4.4,-1.0,False
0.3,3.4,-0.01,0.4,1.9,-0.01,0.0,1.5,-0.01,-1.2,1.7,-0.1,0.8,-0.7,0.1,0.4,2.6,0.2,0.2,2.0,-0.2,-4.0,True
-1.2,1.5,-0.02,2.0,6.0,-0.01,-3.2,-4.4,-0.02,-2.2,-2.0,-0.03,0.1,-1.3,-1.2,-3.1,-0.8,-1.2,0.2,0.2,-3.0,-9.0,False
0.4,-1.6,0.01,-1.1,-6.1,0.04,1.5,4.4,-0.01,1.4,0.1,0.06,-2.7,1.0,-1.7,-2.9,-1.6,0.3,-1.3,-1.9,1.0,-6.0,True
-2.7,-2.3,-0.02,-3.3,-8.6,0.0,0.5,6.4,-0.05,6.3,8.1,-0.01,0.0,-0.7,-0.7,-5.4,-0.8,-1.7,0.2,1.9,-2.6,-9.0,False
0.8,3.5,-0.01,3.1,9.1,-0.01,-2.3,-5.6,0.01,-0.2,-1.6,0.05,0.5,1.0,1.5,0.3,-0.1,0.4,-0.9,1.0,4.4,1.0,True
4.6,2.8,0.04,1.4,3.4,0.01,3.2,-0.6,0.06,0.6,0.1,0.03,-2.1,6.8,4.7,3.5,0.6,1.9,0.1,-2.5,11.1,19.0,True
-1.2,1.0,-0.02,4.0,11.4,0.0,-5.2,-10.4,0.01,0.5,-1.1,0.05,0.2,-4.5,-4.3,-4.8,0.4,-1.0,-1.8,0.9,2.2,3.0,True
1.8,0.0,0.02,1.0,1.7,0.01,0.8,-1.7,0.03,2.7,2.8,0.02,-0.4,0.2,-0.2,-0.1,1.7,-0.1,0.8,2.4,7.1,16.0,True
-0.4,1.6,-0.01,1.1,6.1,-0.04,-1.5,-4.4,0.01,-1.4,-0.1,-0.06,2.7,-1.0,1.7,2.9,1.6,-0.3,1.3,1.9,-1.0,6.0,True
-0.3,-3.4,0.01,-0.4,-1.9,0.01,0.0,-1.5,0.01,1.2,-1.7,0.1,-0.8,0.7,-0.1,-0.4,-2.6,-0.2,-0.2,-2.0,0.2,4.0,True
1.2,-1.5,0.02,-2.0,-6.0,0.01,3.2,4.4,0.02,2.2,2.0,0.03,-0.1,1.3,1.2,3.1,0.8,1.2,-0.2,-0.2,3.0,9.0,True
2.7,2.3,0.02,3.3,8.6,-0.0,-0.5,-6.4,0.05,-6.3,-8.1,0.01,0.0,0.7,0.7,5.4,0.8,1.7,-0.2,-1.9,2.6,9.0,False
0.8,3.5,-0.01,3.1,9.1,-0.01,-2.3,-5.6,0.01,-0.2,-1.6,0.05,0.5,1.0,1.5,0.3,-0.1,0.4,-0.9,1.0,4.4,1.0,True
-0.3,-3.4,0.01,-0.4,-1.9,0.01,0.0,-1.5,0.01,1.2,-1.7,0.1,-0.8,0.7,-0.1,-0.4,-2.6,-0.2,-0.2,-2.0,0.2,4.0,True
4.6,2.8,0.04,1.4,3.4,0.01,3.2,-0.6,0.06,0.6,0.1,0.03,-2.1,6.8,4.7,3.5,0.6,1.9,0.1,-2.5,11.1,19.0,True
-1.2,1.0,-0.02,4.0,11.4,0.0,-5.2,-10.4,0.01,0.5,-1.1,0.05,0.2,-4.5,-4.3,-4.8,0.4,-1.0,-1.8,0.9,2.2,3.0,True
1.2,-1.5,0.02,-2.0,-6.0,0.01,3.2,4.4,0.02,2.2,2.0,0.03,-0.1,1.3,1.2,3.1,0.8,1.2,-0.2,-0.2,3.0,9.0,False
1.8,0.0,0.02,1.0,1.7,0.01,0.8,-1.7,0.03,2.7,2.8,0.02,-0.4,0.2,-0.2,-0.1,1.7,-0.1,0.8,2.4,7.1,16.0,False
2.7,2.3,0.02,3.3,8.6,-0.0,-0.5,-6.4,0.05,-6.3,-8.1,0.01,0.0,0.7,0.7,5.4,0.8,1.7,-0.2,-1.9,2.6,9.0,True
-0.4,1.6,-0.01,1.1,6.1,-0.04,-1.5,-4.4,0.01,-1.4,-0.1,-0.06,2.7,-1.0,1.7,2.9,1.6,-0.3,1.3,1.9,-1.0,6.0,False
0.1,4.8,-0.02,3.5,11.6,-0.02,-3.4,-6.8,0.0,1.8,2.3,0.0,2.3,0.8,3.1,-0.2,-0.5,0.2,3.3,4.2,5.3,-19.0,False
0.7,1.7,-0.0,1.5,3.8,0.0,-0.8,-2.0,0.0,3.9,3.8,0.05,-0.2,0.5,0.3,-0.5,-1.0,-1.4,0.4,0.6,6.5,3.0,True
-0.2,0.7,-0.01,0.5,1.8,-0.01,-0.7,-1.2,-0.0,3.4,3.9,0.02,-0.1,-1.5,-1.6,-2.3,0.6,-0.5,-1.0,0.3,3.4,-3.0,False
-0.6,0.0,-0.01,-2.1,-5.3,-0.01,1.5,5.3,-0.02,0.8,0.8,0.01,-0.9,0.7,-0.3,-2.4,-0.1,1.1,0.2,-1.2,-2.4,-24.0,False
1.7,0.3,0.02,1.7,4.3,0.01,0.0,-4.0,0.03,5.0,6.8,-0.01,2.1,2.8,4.9,5.0,0.0,1.0,0.8,1.0,10.3,29.0,True
-6.0,-5.4,-0.04,-3.4,-5.5,-0.04,-2.7,0.3,-0.05,1.4,2.6,-0.03,-0.9,-3.5,-4.4,-5.5,0.7,-0.9,-0.3,0.6,-14.2,-24.0,True
0.8,-2.9,0.02,2.1,5.6,0.01,-1.4,-8.4,0.05,0.1,-1.8,0.06,-3.3,4.9,1.6,2.6,-1.8,0.7,-0.1,-2.8,3.6,11.0,False
3.5,1.5,0.03,-2.6,-11.3,0.05,6.1,12.9,-0.01,-1.6,-4.3,0.08,-0.9,0.3,-0.6,1.1,-0.4,0.4,-2.1,-2.0,2.8,15.0,True
0.3,-1.3,0.01,0.9,2.7,0.0,-0.6,-3.8,0.02,-3.3,-3.4,-0.03,0.6,1.0,1.6,2.8,-0.6,-0.6,0.3,-0.3,-1.8,18.0,True
0.9,1.1,0.0,-2.1,-8.2,0.03,3.0,9.3,-0.03,3.8,3.0,0.06,-0.3,-0.6,-0.9,-2.0,-1.3,-1.2,-0.6,2.2,3.4,-2.0,True
-0.9,-2.5,0.0,-0.3,0.8,-0.02,-0.6,-3.4,0.02,2.5,0.6,0.09,0.8,1.8,2.6,-2.4,-1.6,0.6,0.4,-1.0,0.5,14.0,True
-1.3,-2.2,-0.0,-1.6,-4.8,0.0,0.3,2.7,-0.02,-2.0,-2.4,-0.01,0.8,-2.0,-1.1,-2.5,-0.7,-2.5,1.3,1.1,-6.2,-20.0,False
0.8,3.9,-0.01,2.2,5.9,0.01,-1.4,-2.1,-0.01,-0.4,0.1,-0.03,2.6,0.6,3.2,-1.4,-1.4,-1.5,-0.2,0.1,3.5,8.0,True
0.0,-0.4,0.0,-1.3,-1.2,-0.02,1.3,0.8,0.02,2.8,4.4,-0.03,-0.1,-2.0,-2.1,0.0,-0.3,-0.7,1.3,0.3,1.6,-17.0,False
-1.9,-0.2,-0.02,0.5,2.2,-0.01,-2.4,-2.4,-0.02,-6.1,-5.8,-0.08,0.3,-1.8,-1.5,-2.6,0.2,0.2,-0.2,-0.4,-9.5,-12.0,True
1.6,-0.4,0.02,-0.9,-3.6,0.01,2.5,3.2,0.02,-1.9,-3.2,0.02,-1.7,-0.2,-1.8,1.8,0.6,-0.8,0.1,-0.6,0.3,5.0,False
-0.6,2.2,-0.02,-2.3,-5.1,-0.01,1.7,7.2,-0.04,1.4,2.3,-0.02,1.7,-2.1,-0.4,-0.8,0.0,-0.3,-0.9,-0.7,-1.9,-22.0,False
-0.3,2.4,-0.02,-3.0,-4.5,-0.04,2.6,7.1,-0.02,1.5,3.0,-0.04,1.4,-0.3,1.1,-2.4,-0.2,-1.0,0.5,-0.3,-2.3,-24.0,False
-1.3,-0.5,-0.01,2.9,7.3,0.01,-4.2,-7.9,-0.0,1.2,2.6,-0.04,1.0,3.9,4.9,-0.5,-2.5,-0.8,-1.4,-3.5,1.4,14.0,True
-1.5,-3.6,0.0,1.1,2.6,0.01,-2.6,-6.3,0.01,3.0,4.6,-0.02,-1.9,1.9,0.0,-1.4,0.4,1.5,1.7,1.1,1.0,-4.0,True
3.4,6.6,0.0,-4.7,-12.8,-0.01,8.2,19.3,-0.04,-1.5,0.6,-0.08,2.4,3.6,6.0,2.2,0.8,0.3,0.7,0.4,0.6,-4.0,True
0.3,-0.1,0.0,-0.7,0.3,-0.03,0.9,-0.2,0.02,-2.7,0.0,-0.12,-1.6,0.2,-1.4,2.6,0.8,0.4,1.9,0.3,-2.9,-16.0,False
2.6,1.1,0.02,1.1,1.4,0.02,1.5,-0.3,0.03,2.6,0.3,0.11,-1.6,0.5,-1.1,1.1,0.7,-0.2,-0.7,0.1,8.7,19.0,True
-3.4,-0.8,-0.03,0.4,3.8,-0.04,-3.8,-4.6,-0.03,-0.8,-0.3,-0.03,1.5,-3.6,-2.0,-3.8,0.4,-2.3,1.4,1.9,-7.2,-29.0,False
-1.0,-2.7,0.0,-1.3,-3.9,0.0,0.2,1.2,-0.01,1.3,-0.7,0.07,-1.3,-2.0,-3.3,1.2,-1.0,-0.2,-0.9,-2.1,-2.0,-13.0,False
-1.4,-1.5,-0.01,0.2,0.9,-0.0,-1.6,-2.3,-0.01,-1.1,0.0,-0.05,1.5,-0.3,1.2,-0.7,-0.3,-0.9,1.6,3.2,-3.7,2.0,False
1.0,-2.7,0.03,-3.3,-10.8,0.02,4.3,8.0,0.0,-3.2,-4.4,0.01,-1.7,-1.9,-3.6,2.2,2.1,0.8,-1.4,-2.1,-4.2,6.0,False
-0.8,-2.5,0.0,-2.6,-7.7,0.0,1.8,5.4,-0.02,-1.1,-2.3,0.03,-1.3,-2.2,-3.5,0.5,1.8,1.2,-0.2,1.9,-5.4,0.0,False
-0.9,0.0,-0.01,6.5,16.1,0.03,-7.4,-16.1,0.03,1.7,1.7,0.01,1.1,0.6,1.7,-2.7,-0.5,-0.2,-2.3,-1.6,6.4,34.0,True
2.0,-0.7,0.03,0.5,1.2,0.0,1.5,-1.9,0.05,0.3,-0.2,0.02,-2.3,5.9,3.6,0.2,-0.7,0.8,-3.1,-4.0,4.8,31.0,True
1.7,1.4,0.01,1.2,2.4,0.01,0.5,-1.0,0.02,0.6,0.3,0.02,-0.2,-0.7,-0.9,0.8,2.0,-0.1,-0.4,1.8,5.1,7.0,False
-3.9,-1.8,-0.03,-1.3,-3.8,-0.0,-2.6,2.0,-0.06,-0.3,0.0,-0.01,0.8,1.6,2.3,-6.2,-1.5,0.5,-0.1,0.2,-9.4,-15.0,True
2.7,2.3,0.02,3.3,8.6,-0.0,-0.5,-6.4,0.05,-6.3,-8.1,0.01,0.0,0.7,0.7,5.4,0.8,1.7,-0.2,-1.9,2.6,9.0,True
0.4,0.6,0.0,0.0,-0.7,0.01,0.4,1.1,-0.0,3.2,2.4,0.06,-0.1,1.7,1.6,-4.4,-1.0,0.6,0.4,0.4,4.0,-1.0,True
-0.5,0.9,-0.01,1.0,0.0,0.03,-1.5,0.8,-0.03,-1.3,-0.7,-0.03,-0.1,-1.8,-1.9,-1.6,0.9,-1.0,-1.4,0.3,-1.2,6.0,False
2.2,4.1,0.0,-1.8,-3.0,-0.02,3.9,7.2,0.0,-2.5,-2.2,-0.04,0.2,0.0,0.2,-0.4,-0.6,-0.5,0.6,-0.4,0.1,-13.0,True
3.1,1.4,0.03,0.7,2.0,0.0,2.4,-0.7,0.05,-1.1,-2.3,0.03,-1.7,4.8,3.1,2.2,0.9,1.8,-1.2,-1.9,5.9,18.0,False
-1.7,-0.3,-0.02,-1.7,-4.3,-0.01,0.0,4.0,-0.03,-5.0,-6.8,0.01,-2.1,-2.8,-4.9,-5.0,0.0,-1.0,-0.8,-1.0,-10.3,-29.0,False
-2.0,0.7,-0.03,-0.5,0.1,-0.01,-1.5,0.5,-0.03,0.7,1.1,-0.01,0.3,-1.7,-1.4,-2.2,-1.1,-0.4,-1.8,-2.1,-3.7,-19.0,True
-1.0,-2.7,0.0,-1.6,-4.9,0.0,0.6,2.2,-0.01,-2.6,-4.2,0.03,-1.6,0.9,-0.7,-0.3,-1.6,0.3,-3.8,-5.0,-6.0,13.0,True
-0.2,1.7,-0.01,1.4,8.0,-0.05,-1.6,-6.3,0.03,1.2,2.9,-0.05,0.5,-2.8,-2.3,1.8,2.2,-0.1,2.0,2.6,2.3,-16.0,False
-0.8,-3.5,0.01,-3.1,-9.1,0.01,2.3,5.6,-0.01,0.2,1.6,-0.05,-0.5,-1.0,-1.5,-0.3,0.1,-0.4,0.9,-1.0,-4.4,-1.0,False
1.0,-0.9,0.02,6.1,15.9,0.02,-5.1,-16.8,0.07,1.2,0.5,0.03,-0.3,-2.4,-2.6,1.1,1.7,-0.2,-0.7,1.1,9.3,36.0,True
2.0,3.3,0.01,-1.2,-3.7,0.0,3.2,6.9,-0.01,4.0,2.6,0.09,0.1,-1.6,-1.5,0.3,0.7,-0.5,-1.6,-0.6,6.8,-3.0,True
3.8,5.7,0.01,-0.7,-2.2,0.0,4.6,7.8,0.01,0.5,1.9,-0.03,1.2,1.9,3.1,0.9,2.4,1.2,0.2,0.3,7.5,8.0,True
0.8,2.5,-0.0,2.6,7.7,-0.0,-1.8,-5.4,0.02,1.1,2.3,-0.03,1.3,2.2,3.5,-0.5,-1.8,-1.2,0.2,-1.9,5.4,0.0,False
-2.8,-6.7,0.0,0.8,4.1,-0.02,-3.6,-10.8,0.04,2.3,2.8,0.01,-1.0,2.0,1.0,0.6,-0.2,1.5,1.7,-0.3,-2.5,11.0,True
-3.6,-4.8,-0.01,-0.7,-0.6,-0.02,-2.9,-4.3,-0.01,-0.2,-0.7,0.02,-2.0,-4.9,-6.9,-3.1,1.6,-0.3,0.8,2.5,-7.9,-14.0,True
-0.4,-0.6,-0.0,0.0,0.7,-0.01,-0.4,-1.1,0.0,-3.2,-2.4,-0.06,0.1,-1.7,-1.6,4.4,1.0,-0.6,-0.4,-0.4,-4.0,1.0,True
5.1,2.2,0.05,3.0,5.3,0.03,2.2,-3.2,0.07,-0.1,-0.3,0.01,-1.0,4.6,3.5,8.7,1.1,4.0,0.8,1.4,13.2,38.0,True
-1.3,-3.0,0.0,-0.3,-5.2,0.05,-0.9,2.1,-0.03,6.3,5.2,0.09,-0.5,-0.6,-1.1,-1.6,-0.7,-0.7,-1.2,2.6,3.3,11.0,False
-1.9,-2.9,-0.01,-2.7,-8.0,0.01,0.8,5.1,-0.04,3.3,4.3,-0.0,1.6,-3.5,-1.9,0.9,-0.1,-0.6,1.0,1.7,-2.9,-9.0,False
4.3,5.5,0.02,1.0,0.8,0.02,3.3,4.7,0.02,0.1,2.0,-0.07,0.3,2.5,2.7,4.7,1.8,2.0,-0.1,1.4,9.7,20.0,True
-1.4,0.7,-0.02,-3.0,-3.4,-0.05,1.4,4.3,-0.02,0.0,2.9,-0.1,0.5,-0.1,0.4,-3.8,-0.1,-1.0,1.4,-0.7,-5.9,-20.0,False
-2.5,1.3,-0.03,2.6,9.4,-0.03,-5.1,-8.1,-0.02,1.5,2.0,-0.01,2.1,-0.1,2.0,-3.5,-1.8,-0.9,0.1,2.7,-1.0,-7.0,False
